1. schůze, 1. hlasování, 20. listopadu 2017, 13:53Inf. o ustavení volební komise PS a volbě členů
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
41. schůze, 56. hlasování, 5. března 2020, 12:24Informace MZE a MŽP o řešení kůrovcové kalamity
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,37,0,16,1,24
ODS,23,9,0,6,0,8
Pirati,22,13,0,5,0,4
SPD,19,12,0,5,0,2
CSSD,14,5,0,3,0,6
KSCM,15,8,0,6,0,1
KDU-CSL,10,4,0,4,0,2
TOP09,7,3,0,2,0,2
STAN,6,2,0,3,0,1
Celkem,200,94,0,52,1,53
41. schůze, 57. hlasování, 6. března 2020, 09:09Novela z. o oceňování majetku
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,64,0,2,0,12
ODS,23,0,0,5,10,8
Pirati,22,1,0,1,12,8
SPD,19,13,0,4,0,2
CSSD,14,6,0,1,1,6
KSCM,15,6,0,2,5,2
KDU-CSL,10,7,0,2,0,1
TOP09,7,4,0,0,0,3
STAN,6,1,0,2,1,2
Celkem,200,104,0,19,29,48
41. schůze, 58. hlasování, 6. března 2020, 11:07Novela z. o provozu na pozemních komunikacích
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,53,0,1,12,12
ODS,23,13,0,0,2,8
Pirati,22,15,0,0,1,6
SPD,19,12,0,1,5,1
CSSD,14,7,0,0,0,7
KSCM,15,10,0,0,3,2
KDU-CSL,10,7,0,0,2,1
TOP09,7,2,0,1,2,2
STAN,6,2,0,0,2,2
Celkem,200,122,0,3,30,45
41. schůze, 59. hlasování, 6. března 2020, 11:09Novela z. o provozu na pozemních komunikacích
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,51,0,1,14,12
ODS,23,13,0,0,2,8
Pirati,22,15,0,0,1,6
SPD,19,9,0,1,8,1
CSSD,14,6,0,0,1,7
KSCM,15,8,0,0,5,2
KDU-CSL,10,6,0,0,3,1
TOP09,7,2,0,1,2,2
STAN,6,1,0,0,3,2
Celkem,200,112,0,3,40,45
41. schůze, 60. hlasování, 10. března 2020, 14:12Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,64,0,2,1,11
ODS,23,11,0,5,1,6
Pirati,22,15,0,2,1,4
SPD,19,15,0,2,1,1
CSSD,14,9,0,2,0,3
KSCM,15,12,0,2,0,1
KDU-CSL,10,7,0,1,0,2
TOP09,7,4,0,2,0,1
STAN,6,1,0,1,0,4
Celkem,200,141,0,19,5,35
41. schůze, 61. hlasování, 10. března 2020, 14:15Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,63,0,0,4,11
ODS,23,9,0,4,4,6
Pirati,22,17,0,1,0,4
SPD,19,16,0,1,1,1
CSSD,14,10,0,1,0,3
KSCM,15,12,0,1,1,1
KDU-CSL,10,8,0,0,0,2
TOP09,7,5,0,1,0,1
STAN,6,2,0,0,0,4
Celkem,200,146,0,9,10,35
41. schůze, 62. hlasování, 10. března 2020, 14:15Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,1,7,0,59,11
ODS,23,0,0,4,13,6
Pirati,22,0,11,0,7,4
SPD,19,16,0,1,1,1
CSSD,14,1,5,2,3,3
KSCM,15,14,0,0,0,1
KDU-CSL,10,3,0,0,5,2
TOP09,7,5,0,1,0,1
STAN,6,0,0,0,2,4
Celkem,200,44,23,8,90,35
41. schůze, 63. hlasování, 10. března 2020, 14:16Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,1,0,66,11
ODS,23,13,0,4,0,6
Pirati,22,18,0,0,0,4
SPD,19,17,0,1,0,1
CSSD,14,2,1,1,7,3
KSCM,15,10,0,0,4,1
KDU-CSL,10,8,0,0,0,2
TOP09,7,5,0,1,0,1
STAN,6,2,0,0,0,4
Celkem,200,78,2,7,78,35
41. schůze, 64. hlasování, 10. března 2020, 14:18N.z. - v oblasti regulace podnikání na finančním trhu - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,62,0,0,5,11
ODS,23,12,0,4,1,6
Pirati,22,17,0,0,1,4
SPD,19,15,0,1,2,1
CSSD,14,9,0,1,1,3
KSCM,15,13,0,0,1,1
KDU-CSL,10,8,0,0,0,2
TOP09,7,5,0,0,1,1
STAN,6,2,0,0,0,4
Celkem,200,147,0,6,12,35
41. schůze, 65. hlasování, 10. března 2020, 15:07N.z. - v oblasti regulace podnikání na finančním trhu - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,1,2,7,57,11
ODS,23,16,0,0,0,7
Pirati,22,8,1,6,3,4
SPD,19,16,0,1,0,2
CSSD,14,5,0,1,4,4
KSCM,15,5,0,2,7,1
KDU-CSL,10,5,0,1,2,2
TOP09,7,6,0,0,0,1
STAN,6,2,0,0,0,4
Celkem,200,67,3,18,74,38
41. schůze, 66. hlasování, 10. března 2020, 15:08N.z. - v oblasti regulace podnikání na finančním trhu - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,65,0,1,1,11
ODS,23,0,16,0,0,7
Pirati,22,0,0,3,15,4
SPD,19,16,0,1,0,2
CSSD,14,4,0,3,3,4
KSCM,15,13,0,1,0,1
KDU-CSL,10,8,0,0,0,2
TOP09,7,0,0,0,6,1
STAN,6,0,0,0,2,4
Celkem,200,107,16,9,30,38
41. schůze, 67. hlasování, 10. března 2020, 15:18Zpráva o finanční stabilitě 2018/2019
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,60,0,0,7,11
ODS,23,0,0,0,16,7
Pirati,22,8,0,2,8,4
SPD,19,15,0,1,1,2
CSSD,14,8,0,1,1,4
KSCM,15,13,0,0,1,1
KDU-CSL,10,7,0,0,1,2
TOP09,7,1,0,0,5,1
STAN,6,1,0,0,1,4
Celkem,200,114,0,4,44,38
41. schůze, 68. hlasování, 10. března 2020, 16:07Zpráva o výkonu dohledu nad fin. trhem v roce 2018
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,57,0,7,2,12
ODS,23,8,0,7,2,6
Pirati,22,5,0,5,8,4
SPD,19,13,0,4,0,2
CSSD,14,6,0,3,0,5
KSCM,15,9,0,2,2,2
KDU-CSL,10,7,0,1,0,2
TOP09,7,2,0,4,0,1
STAN,6,2,0,0,0,4
Celkem,200,110,0,34,16,40
41. schůze, 69. hlasování, 10. března 2020, 16:39Zpráva o inflaci - červenec 2019
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,57,0,7,1,13
ODS,23,13,0,4,0,6
Pirati,22,10,0,6,2,4
SPD,19,11,0,6,0,2
CSSD,14,6,0,3,1,4
KSCM,15,10,0,2,1,2
KDU-CSL,10,6,0,2,0,2
TOP09,7,3,0,3,0,1
STAN,6,1,0,1,0,4
Celkem,200,120,0,35,5,40
41. schůze, 70. hlasování, 10. března 2020, 16:43Novela z. o archivnictví a spisové službě
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,47,0,5,13,13
ODS,23,7,0,3,7,6
Pirati,22,11,0,6,1,4
SPD,19,5,0,6,6,2
CSSD,14,7,0,3,0,4
KSCM,15,11,0,2,0,2
KDU-CSL,10,5,0,1,2,2
TOP09,7,3,0,3,0,1
STAN,6,1,0,1,0,4
Celkem,200,99,0,31,30,40
41. schůze, 71. hlasování, 10. března 2020, 16:55Vl.n.z.o Sb.práv.předpisů územních samosprávných celků
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,35,0,4,26,13
ODS,23,4,0,3,10,6
Pirati,22,12,0,5,1,4
SPD,19,5,0,6,6,2
CSSD,14,7,0,2,1,4
KSCM,15,10,0,2,1,2
KDU-CSL,10,3,0,1,4,2
TOP09,7,2,0,3,1,1
STAN,6,2,0,0,0,4
Celkem,200,82,0,27,51,40
41. schůze, 72. hlasování, 10. března 2020, 16:58Vl.n.z.o Sb.práv.předpisů územních samosprávných celků-souv.
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,41,0,4,20,13
ODS,23,7,0,1,9,6
Pirati,22,13,0,4,1,4
SPD,19,6,0,6,5,2
CSSD,14,7,0,2,1,4
KSCM,15,11,0,2,0,2
KDU-CSL,10,3,0,1,4,2
TOP09,7,3,0,2,1,1
STAN,6,2,0,0,0,4
Celkem,200,95,0,23,42,40
41. schůze, 73. hlasování, 10. března 2020, 17:06Novela z. o matrikách, jménu a příjmení
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,48,0,3,13,14
ODS,23,11,0,1,5,6
Pirati,22,14,0,1,3,4
SPD,19,6,0,4,6,3
CSSD,14,6,0,2,2,4
KSCM,15,11,0,2,0,2
KDU-CSL,10,3,0,1,4,2
TOP09,7,3,0,1,1,2
STAN,6,2,0,0,0,4
Celkem,200,107,0,16,34,43
41. schůze, 74. hlasování, 10. března 2020, 17:20Novela z. o matrikách, jménu a příjmení
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,52,0,1,11,14
ODS,23,11,0,1,5,6
Pirati,22,17,0,1,0,4
SPD,19,8,0,4,4,3
CSSD,14,5,0,2,3,4
KSCM,15,8,0,2,3,2
KDU-CSL,10,6,0,1,1,2
TOP09,7,2,0,1,2,2
STAN,6,2,0,0,0,4
Celkem,200,114,0,14,29,43
41. schůze, 75. hlasování, 10. března 2020, 17:21Novela z. o matrikách, jménu a příjmení
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,10,1,1,52,14
ODS,23,12,0,1,4,6
Pirati,22,17,0,1,0,4
SPD,19,8,0,4,4,3
CSSD,14,2,0,2,6,4
KSCM,15,8,0,2,3,2
KDU-CSL,10,6,0,1,1,2
TOP09,7,3,0,1,1,2
STAN,6,2,0,0,0,4
Celkem,200,70,1,14,72,43
41. schůze, 76. hlasování, 10. března 2020, 17:25Vl.n.z.o zrušení vybraných obsoletních právních předpisů
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,9,0,1,54,14
ODS,23,12,0,1,4,6
Pirati,22,15,0,2,1,4
SPD,19,8,0,4,4,3
CSSD,14,0,1,3,6,4
KSCM,15,6,0,2,5,2
KDU-CSL,10,5,0,1,2,2
TOP09,7,5,0,0,0,2
STAN,6,2,0,0,0,4
Celkem,200,64,1,15,77,43
41. schůze, 77. hlasování, 10. března 2020, 17:45Vl.n.z.o zrušení vybraných obsoletních právních předpisů
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,1,48,1,14,14
ODS,23,0,14,0,3,6
Pirati,22,1,15,0,2,4
SPD,19,0,0,4,12,3
CSSD,14,2,2,2,4,4
KSCM,15,7,0,2,4,2
KDU-CSL,10,4,0,1,3,2
TOP09,7,5,0,0,0,2
STAN,6,0,0,0,2,4
Celkem,200,22,79,11,45,43
41. schůze, 78. hlasování, 10. března 2020, 17:46Vl.n.z.o zrušení vybraných obsoletních právních předpisů
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,50,0,1,13,14
ODS,23,13,0,0,4,6
Pirati,22,18,0,0,0,4
SPD,19,11,0,4,1,3
CSSD,14,6,0,2,2,4
KSCM,15,7,0,2,4,2
KDU-CSL,10,4,0,1,3,2
TOP09,7,4,0,0,1,2
STAN,6,2,0,0,0,4
Celkem,200,117,0,11,29,43
41. schůze, 79. hlasování, 10. března 2020, 17:46Vl.n.z.o zrušení vybraných obsoletních právních předpisů
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,36,1,27,14
ODS,23,0,14,0,3,6
Pirati,22,7,0,0,11,4
SPD,19,11,0,4,1,3
CSSD,14,0,6,2,2,4
KSCM,15,7,0,2,4,2
KDU-CSL,10,4,0,1,3,2
TOP09,7,5,0,0,0,2
STAN,6,0,2,0,0,4
Celkem,200,36,58,11,52,43
41. schůze, 80. hlasování, 10. března 2020, 17:56N.z., kterým se zrušují obsoletní zákony z roku 1919
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,52,0,2,10,14
ODS,23,0,14,0,3,6
Pirati,22,6,3,0,9,4
SPD,19,11,0,4,1,3
CSSD,14,7,0,1,2,4
KSCM,15,9,0,2,2,2
KDU-CSL,10,0,6,1,1,2
TOP09,7,0,4,0,1,2
STAN,6,0,2,0,0,4
Celkem,200,85,29,11,32,43
41. schůze, 81. hlasování, 10. března 2020, 18:07N.z., kterým se zrušují obsoletní zákony z roku 1919
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,13,27,2,22,14
ODS,23,0,14,0,3,6
Pirati,22,12,0,0,6,4
SPD,19,12,0,4,0,3
CSSD,14,3,0,1,6,4
KSCM,15,11,0,1,2,1
KDU-CSL,10,0,6,1,1,2
TOP09,7,0,5,0,0,2
STAN,6,0,2,0,0,4
Celkem,200,53,54,10,41,42
41. schůze, 82. hlasování, 10. března 2020, 18:08N.z., kterým se zrušují obsoletní zákony z roku 1919
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,53,0,1,10,14
ODS,23,14,0,0,3,6
Pirati,22,18,0,0,0,4
SPD,19,12,0,4,0,3
CSSD,14,6,0,1,3,4
KSCM,15,9,0,1,4,1
KDU-CSL,10,5,0,1,2,2
TOP09,7,5,0,0,0,2
STAN,6,2,0,0,0,4
Celkem,200,126,0,9,23,42
41. schůze, 83. hlasování, 10. března 2020, 18:09N.z., kterým se zrušují obsoletní zákony z roku 1919
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,47,1,16,14
ODS,23,13,0,0,4,6
Pirati,22,17,0,0,1,4
SPD,19,1,0,4,11,3
CSSD,14,1,5,1,3,4
KSCM,15,1,3,1,9,1
KDU-CSL,10,4,0,1,3,2
TOP09,7,4,0,0,1,2
STAN,6,2,0,0,0,4
Celkem,200,43,55,9,51,42
41. schůze, 84. hlasování, 10. března 2020, 18:20Novela z. - trestní řád
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,52,0,1,11,14
ODS,23,10,0,0,7,6
Pirati,22,14,0,1,3,4
SPD,19,10,0,3,2,4
CSSD,14,4,0,1,5,4
KSCM,15,12,0,1,1,1
KDU-CSL,10,5,0,1,2,2
TOP09,7,2,0,0,3,2
STAN,6,0,0,0,2,4
Celkem,200,110,0,9,38,43
41. schůze, 85. hlasování, 10. března 2020, 18:27Novela z. o soudech a soudcích
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,49,0,1,14,14
ODS,23,10,0,0,7,6
Pirati,22,14,0,2,2,4
SPD,19,9,0,4,2,4
CSSD,14,2,0,2,6,4
KSCM,15,9,0,1,4,1
KDU-CSL,10,4,0,1,3,2
TOP09,7,4,0,0,1,2
STAN,6,0,0,0,2,4
Celkem,200,103,0,12,42,43
41. schůze, 86. hlasování, 10. března 2020, 18:54Novela z. o soudech a soudcích
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,51,0,2,11,14
ODS,23,9,0,0,8,6
Pirati,22,14,0,1,3,4
SPD,19,13,0,2,0,4
CSSD,14,6,0,1,4,3
KSCM,15,12,0,0,2,1
KDU-CSL,10,6,0,1,1,2
TOP09,7,4,0,0,1,2
STAN,6,2,0,0,0,4
Celkem,200,119,0,8,31,42
41. schůze, 87. hlasování, 10. března 2020, 18:55Novela z. o soudech a soudcích
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,1,0,15,48,14
ODS,23,8,0,7,1,7
Pirati,22,13,0,4,0,5
SPD,19,11,0,2,2,4
CSSD,14,5,0,5,0,4
KSCM,15,12,0,2,0,1
KDU-CSL,10,6,0,2,0,2
TOP09,7,4,0,1,0,2
STAN,6,2,0,0,0,4
Celkem,200,64,0,40,51,45
41. schůze, 88. hlasování, 11. března 2020, 09:08Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,59,0,8,1,10
ODS,23,12,0,6,1,4
Pirati,22,0,0,1,16,5
SPD,19,13,0,1,3,2
CSSD,14,9,0,2,0,3
KSCM,15,10,0,3,0,2
KDU-CSL,10,6,0,2,1,1
TOP09,7,4,0,1,0,2
STAN,6,2,0,0,0,4
Celkem,200,118,0,25,22,35
41. schůze, 89. hlasování, 11. března 2020, 09:09Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,62,0,6,0,10
ODS,23,12,0,6,1,4
Pirati,22,0,0,1,16,5
SPD,19,0,0,1,16,2
CSSD,14,8,0,2,1,3
KSCM,15,11,0,1,1,2
KDU-CSL,10,7,0,2,0,1
TOP09,7,4,0,1,0,2
STAN,6,2,0,0,0,4
Celkem,200,107,0,21,37,35
41. schůze, 90. hlasování, 11. března 2020, 09:10Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,62,0,6,0,10
ODS,23,12,0,6,1,4
Pirati,22,16,0,1,0,5
SPD,19,15,0,1,1,2
CSSD,14,9,0,2,0,3
KSCM,15,12,0,1,0,2
KDU-CSL,10,7,0,2,0,1
TOP09,7,4,0,1,0,2
STAN,6,2,0,0,0,4
Celkem,200,142,0,21,2,35
41. schůze, 91. hlasování, 11. března 2020, 10:58Informace MZE a MŽP o řešení kůrovcové kalamity
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,56,0,2,9,11
ODS,23,13,0,2,5,3
Pirati,22,17,0,0,1,4
SPD,19,14,0,0,3,2
CSSD,14,9,0,0,3,2
KSCM,15,11,0,0,2,2
KDU-CSL,10,7,0,0,2,1
TOP09,7,4,0,0,0,3
STAN,6,2,0,0,0,4
Celkem,200,136,0,4,27,33
41. schůze, 92. hlasování, 11. března 2020, 10:59Informace MZE a MŽP o řešení kůrovcové kalamity
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,57,0,2,8,11
ODS,23,13,0,2,5,3
Pirati,22,18,0,0,0,4
SPD,19,15,0,0,2,2
CSSD,14,10,0,0,2,2
KSCM,15,13,0,0,0,2
KDU-CSL,10,7,0,0,2,1
TOP09,7,4,0,0,0,3
STAN,6,2,0,0,0,4
Celkem,200,143,0,4,20,33
41. schůze, 93. hlasování, 11. března 2020, 11:00Informace MZE a MŽP o řešení kůrovcové kalamity
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,2,2,63,11
ODS,23,13,0,2,5,3
Pirati,22,18,0,0,0,4
SPD,19,0,0,0,17,2
CSSD,14,0,0,0,12,2
KSCM,15,0,0,0,13,2
KDU-CSL,10,0,0,0,9,1
TOP09,7,4,0,0,0,3
STAN,6,2,0,0,0,4
Celkem,200,37,2,4,124,33
41. schůze, 94. hlasování, 11. března 2020, 11:09Novela z. o pozemkových úpravách
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,49,0,4,16,9
ODS,23,10,0,2,8,3
Pirati,22,11,0,0,7,4
SPD,19,14,0,2,2,1
CSSD,14,7,0,0,5,2
KSCM,15,12,0,0,1,2
KDU-CSL,10,1,0,0,8,1
TOP09,7,3,0,0,1,3
STAN,6,2,0,0,0,4
Celkem,200,111,0,8,51,30
41. schůze, 95. hlasování, 11. března 2020, 11:10Novela z. o pozemkových úpravách
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,48,0,4,17,9
ODS,23,10,0,2,8,3
Pirati,22,17,0,0,1,4
SPD,19,14,0,2,2,1
CSSD,14,9,0,0,3,2
KSCM,15,12,0,0,1,2
KDU-CSL,10,4,0,0,5,1
TOP09,7,2,0,0,2,3
STAN,6,2,0,0,0,4
Celkem,200,121,0,8,41,30
41. schůze, 96. hlasování, 11. března 2020, 11:18Novela z. o hnojivech - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,54,0,4,12,8
ODS,23,12,0,2,6,3
Pirati,22,16,0,0,2,4
SPD,19,15,0,1,2,1
CSSD,14,9,0,0,3,2
KSCM,15,12,0,0,1,2
KDU-CSL,10,4,0,0,5,1
TOP09,7,3,0,0,1,3
STAN,6,2,0,0,0,4
Celkem,200,130,0,7,34,29
41. schůze, 97. hlasování, 11. března 2020, 11:21Novela z. o hnojivech - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,7,15,4,44,8
ODS,23,12,0,2,6,3
Pirati,22,16,0,0,2,4
SPD,19,0,0,1,17,1
CSSD,14,5,0,0,7,2
KSCM,15,1,1,0,11,2
KDU-CSL,10,5,0,0,4,1
TOP09,7,4,0,0,1,2
STAN,6,2,0,0,0,4
Celkem,200,54,16,7,95,28
41. schůze, 98. hlasování, 11. března 2020, 11:22Novela z. o hnojivech - EU
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,27,4,39,8
ODS,23,11,0,2,7,3
Pirati,22,16,0,0,2,4
SPD,19,0,15,1,2,1
CSSD,14,2,0,0,10,2
KSCM,15,0,3,0,10,2
KDU-CSL,10,4,0,0,5,1
TOP09,7,3,0,0,2,2
STAN,6,2,0,0,0,4
Celkem,200,40,46,7,79,28
41. schůze, 99. hlasování, 11. března 2020, 12:05Návrh na změny ve složení orgánů Poslanecké sněmovny
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,60,0,5,6,7
ODS,23,20,0,0,0,3
Pirati,22,13,0,3,1,5
SPD,19,18,0,0,0,1
CSSD,14,11,0,1,0,2
KSCM,15,0,0,4,10,1
KDU-CSL,10,5,0,2,0,3
TOP09,7,3,0,3,0,1
STAN,6,3,0,0,0,3
Celkem,200,133,3,18,19,27
41. schůze, 100. hlasování, 11. března 2020, 12:06Návrh na změny ve složení orgánů Poslanecké sněmovny
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,68,0,2,1,7
ODS,23,20,0,0,0,3
Pirati,22,17,0,0,0,5
SPD,19,18,0,0,0,1
CSSD,14,10,0,1,1,2
KSCM,15,8,0,3,3,1
KDU-CSL,10,5,0,2,0,3
TOP09,7,3,0,2,1,1
STAN,6,3,0,0,0,3
Celkem,200,155,0,10,8,27
41. schůze, 101. hlasování, 11. března 2020, 12:07Návrh na změny ve složení orgánů Poslanecké sněmovny
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,69,0,2,0,7
ODS,23,20,0,0,0,3
Pirati,22,17,0,0,0,5
SPD,19,18,0,0,0,1
CSSD,14,11,0,1,0,2
KSCM,15,10,0,2,2,1
KDU-CSL,10,5,0,2,0,3
TOP09,7,4,0,2,0,1
STAN,6,3,0,0,0,3
Celkem,200,160,0,9,4,27
41. schůze, 102. hlasování, 11. března 2020, 12:10Návrh na volbu členů Rady Českého rozhlasu
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,65,0,2,4,7
ODS,23,20,0,0,0,3
Pirati,22,1,16,0,0,5
SPD,19,18,0,0,0,1
CSSD,14,10,0,1,1,2
KSCM,15,12,0,1,1,1
KDU-CSL,10,4,1,1,1,3
TOP09,7,0,3,2,1,1
STAN,6,2,0,0,1,3
Celkem,200,137,20,7,9,27
41. schůze, 103. hlasování, 11. března 2020, 13:22Návrh na volbu členů Rady České televize
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,0,29,42,7
ODS,23,0,0,7,13,3
Pirati,22,0,0,10,8,4
SPD,19,0,0,7,11,1
CSSD,14,0,0,5,7,2
KSCM,15,0,0,6,8,1
KDU-CSL,10,0,0,6,2,2
TOP09,7,0,0,2,4,1
STAN,6,0,0,1,1,4
Celkem,200,0,0,75,99,26
41. schůze, 104. hlasování, 11. března 2020, 13:23Návrh na volbu členů Rady České televize
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,61,5,7,5
ODS,23,19,0,1,0,3
Pirati,22,18,0,0,0,4
SPD,19,0,5,0,13,1
CSSD,14,1,4,3,4,2
KSCM,15,0,9,3,2,1
KDU-CSL,10,6,0,2,0,2
TOP09,7,6,0,0,0,1
STAN,6,3,0,0,0,3
Celkem,200,53,84,14,26,23
41. schůze, 105. hlasování, 11. března 2020, 13:37Návrh na volbu členů Rady České televize
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,63,0,6,4,5
ODS,23,17,0,0,3,3
Pirati,22,0,16,0,2,4
SPD,19,16,0,0,2,1
CSSD,14,6,1,2,3,2
KSCM,15,11,0,2,1,1
KDU-CSL,10,3,3,2,0,2
TOP09,7,0,4,0,2,1
STAN,6,1,1,0,1,3
Celkem,200,121,25,12,19,23
41. schůze, 106. hlasování, 11. března 2020, 15:10
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,62,0,3,6,7
ODS,23,18,0,0,1,4
Pirati,22,17,1,0,0,4
SPD,19,17,0,0,1,1
CSSD,14,10,0,1,1,2
KSCM,15,10,0,2,2,1
KDU-CSL,10,6,0,1,1,2
TOP09,7,4,0,0,0,3
STAN,6,3,0,0,0,3
Celkem,200,149,1,8,14,28
42. schůze, 1. hlasování, 24. března 2020, 11:04
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,30,0,1,4,43
ODS,23,9,0,0,1,13
Pirati,22,11,0,0,0,11
SPD,19,7,0,0,0,12
CSSD,14,5,0,0,2,7
KSCM,15,5,0,0,0,10
KDU-CSL,10,5,0,0,0,5
TOP09,7,1,0,0,1,5
STAN,6,1,0,0,0,5
Celkem,200,77,0,1,8,114
42. schůze, 2. hlasování, 24. března 2020, 12:19Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,45,0,0,1,32
ODS,23,9,0,0,2,12
Pirati,22,11,0,0,0,11
SPD,19,9,0,0,0,10
CSSD,14,5,0,0,2,7
KSCM,15,7,0,0,1,7
KDU-CSL,10,5,0,0,0,5
TOP09,7,2,0,0,1,4
STAN,6,2,0,0,1,3
Celkem,200,98,0,0,8,94
42. schůze, 3. hlasování, 24. března 2020, 12:26Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,43,0,0,2,33
ODS,23,12,0,0,0,11
Pirati,22,11,0,0,0,11
SPD,19,10,0,0,0,9
CSSD,14,5,0,0,2,7
KSCM,15,8,0,0,0,7
KDU-CSL,10,5,0,0,0,5
TOP09,7,3,0,0,0,4
STAN,6,3,0,0,0,3
Celkem,200,103,0,0,4,93
42. schůze, 4. hlasování, 24. března 2020, 12:27Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,0,0,45,33
ODS,23,12,0,0,0,11
Pirati,22,11,0,0,0,11
SPD,19,10,0,0,0,9
CSSD,14,1,0,0,6,7
KSCM,15,5,0,0,3,7
KDU-CSL,10,4,0,0,1,5
TOP09,7,1,0,0,2,4
STAN,6,3,0,0,0,3
Celkem,200,50,0,0,57,93
42. schůze, 5. hlasování, 24. března 2020, 12:27Pořad schůze
,Poslancu,Ano,Ne,Neprihlasen,Zdrzel,Omluven
ANO,78,0,0,0,45,33
ODS,23,12,0,0,0,11
Pirati,22,8,0,0,3,11
SPD,19,10,0,0,0,9
CSSD,14,0,0,0,7,7
KSCM,15,0,0,0,8,7
KDU-CSL,10,4,0,0,1,5
TOP09,7,3,0,0,0,4
